Name,Cuisines,Area,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,cui_North_Indian,cui_Beverages,cui_Chinese,cui_Desserts,cui_Fast_Food,cui_Biryani,cui_South_Indian,cui_Street_Food,cui_Shake,cui_Mughlai,cui_Ice_Cream,cui_Bakery,cui_Pizza,cui_Burger,cui_Rolls,cui_Seafood,cui_Kebab,cui_Sandwich,cui_Momos,cui_Andhra,CuisineListStr
MM Prashanth Hotel,"Mughlai, Biryani",Rajajinagar,1,1,1,0,,1,,18,400,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|Biryani
New A1 Chicken Biryani Point,"Biryani, Chinese",Rajajinagar,1,1,1,0,3.4,28,4.2,277,300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Chinese
Namma Kudla,"South Indian, Mangalorean, Mithai",Malleshwaram,1,1,1,1,4.1,114,4.1,736,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Mangalorean|Mithai
Rolls & Bowls Company,"Rolls, Wraps, North Indian, Fast Food, Chinese",Basaveshwara Nagar,1,0,0,0,,0,3.5,7,250,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls|Wraps|North Indian|Fast Food|Chinese
Uttara Karnataka Foods,South Indian,Malleshwaram,1,1,1,0,3.5,6,4.3,177,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Chung Wah Express,"Chinese, Thai",Brigade Road,1,0,0,0,,0,4.0,37,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Thai
22 Se Srabon,"Bengali, North Indian",New BEL Road,1,0,0,0,,0,3.9,78,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengali|North Indian
Bhukkad Singh,"Chinese, North Indian",New BEL Road,1,0,0,0,,0,3.6,123,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian
Coffee Santhe,South Indian,Yeshwantpur,1,1,0,0,,1,4.2,1123,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Shiva's Military Hotel,"Biryani, South Indian",Seshadripuram,1,1,1,0,3.6,37,3.8,132,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Punjabi Zaika,North Indian,Rajajinagar,1,0,0,0,,0,3.5,83,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Surakshith Chinese Nalapaka,"Chinese, North Indian",Sadashiv Nagar,1,0,0,0,,0,4.0,531,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian
Kunafa World,Desserts,Sanjay Nagar,1,1,1,0,3.8,17,4.1,789,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts
Big Mishra Pedha,Mithai,RT Nagar,1,1,1,1,,0,4.0,67,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mithai
Burger It Up,Burger,Vasanth Nagar,1,0,0,0,,0,3.8,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burger
Barley & Grapes Cafe,"Italian, Continental, Fast Food, Street Food, Ice Cream, Desserts",Sahakara Nagar,1,1,1,0,3.9,477,4.0,103,1000,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Italian|Continental|Fast Food|Street Food|Ice Cream|Desserts
Asha Melange,"North Indian, Chinese, Beverages, Fast Food, Desserts",Malleshwaram,1,1,1,0,3.9,6,3.6,25,700,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Beverages|Fast Food|Desserts
MH 12 Pav Bhaji,"Street Food, Fast Food, Beverages",Sanjay Nagar,1,1,1,0,3.9,9,4.0,124,200,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Fast Food|Beverages
Amma's Brahmin Cafe,South Indian,Seshadripuram,1,1,0,1,3.7,41,3.8,139,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Barbecue By Punjab Grill,"North Indian, BBQ, Beverages, Desserts","Mantri Square, Malleshwaram",1,1,1,0,4.5,3843,3.7,271,1200,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|BBQ|Beverages|Desserts
Slurpy Shakes,"Beverages, Burger, Fast Food, Bakery, Shake",Vasanth Nagar,1,0,0,0,,0,4.0,9,200,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Beverages|Burger|Fast Food|Bakery|Shake
Donne Biriyani House,"South Indian, Biryani",New BEL Road,1,1,1,0,,0,4.0,31,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani
Tarangini,"Andhra, North Indian",Sanjay Nagar,1,0,1,0,3.6,12,3.7,43,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra|North Indian
Malgudis Donne Biriyani,"Biryani, South Indian",New BEL Road,1,1,0,0,,0,4.0,40,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Swagat Restaurant,"North Indian, Chinese, Gujarati, Fast Food, Beverages, Desserts",Rajajinagar,1,1,0,0,,0,4.2,160,200,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Gujarati|Fast Food|Beverages|Desserts
Sabroso,"Fast Food, Kebab, Wraps",New BEL Road,1,0,0,0,,0,4.0,236,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fast Food|Kebab|Wraps
Sri Ganesh Fruits Juice And Chats,"Beverages, Juices, Street Food, Shake",Yeshwantpur,1,0,0,0,,0,4.0,31,50,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Beverages|Juices|Street Food|Shake
Toothpick,"Fast Food, Biryani, South Indian",Malleshwaram,1,1,0,0,,0,3.0,256,150,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Biryani|South Indian
Shree ganesha fruit juice center,"Juices, Shake",New BEL Road,1,0,0,0,,0,3.9,32,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Juices|Shake
The Illusion Cafe,"Continental, Fast Food, Chinese, Street Food, Beverages",Rajajinagar,1,1,0,0,3.3,143,3.9,76,400,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Continental|Fast Food|Chinese|Street Food|Beverages
Brahmins' Upahar,South Indian,RT Nagar,1,1,0,1,,1,4.2,62,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Justbe Resto Cafe,"Cafe, Healthy Food, Fast Food, Desserts, Beverages",Sadashiv Nagar,1,1,1,1,4.2,568,3.8,106,1000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cafe|Healthy Food|Fast Food|Desserts|Beverages
Taste Of Coast,"North Indian, South Indian, Seafood, Chinese, Salad, Kebab, Mughlai, Biryani",Sanjay Nagar,1,1,1,0,3.2,19,4.2,105,700,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,North Indian|South Indian|Seafood|Chinese|Salad|Kebab|Mughlai|Biryani
Annapurna North Indian & Chinese Restaurant,"North Indian, Biryani, Chinese",Yeshwantpur,1,1,1,0,2.9,15,3.6,67,350,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Biryani|Chinese
JW Kitchen - JW Marriott Bengaluru,"North Indian, Continental, Italian, South Indian, Mediterranean, European, Asian","JW Marriott Bengaluru, Lavelle Road",1,0,0,0,4.5,2401,3.9,150,2200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Continental|Italian|South Indian|Mediterranean|European|Asian
Tandoor,"North Indian, Mughlai, Kebab",MG Road,1,1,1,0,3.9,1580,3.6,417,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,North Indian|Mughlai|Kebab
Armani Kitchen,"Chinese, North Indian, Rolls, Lebanese, Biryani",RT Nagar,1,1,0,0,,0,3.9,418,150,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chinese|North Indian|Rolls|Lebanese|Biryani
GFC Biryani,"Biryani, North Indian",RT Nagar,1,1,1,0,,1,3.9,44,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|North Indian
BaHa Superfoods,"Shake, Frozen Yogurt, Beverages",New BEL Road,1,1,0,0,,0,3.7,43,250,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shake|Frozen Yogurt|Beverages
Deli2Go,"Fast Food, Street Food, Hot dogs, Beverages",Sadashiv Nagar,1,1,1,0,,0,3.8,7,500,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Street Food|Hot dogs|Beverages
Donne Biryani,"Biryani, South Indian",RT Nagar,1,1,1,0,,2,4.0,46,350,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Devendra Biriyani Point,South Indian,Basaveshwara Nagar,1,0,0,0,,0,3.4,46,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Karachi Bakery,"Bakery, Fast Food, Desserts, North Indian, Waffle",New BEL Road,1,1,0,1,,0,4.2,508,100,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Fast Food|Desserts|North Indian|Waffle
Chianti,"Italian, Pasta, Pizza, Salad, Desserts",MG Road,1,1,1,0,4.5,683,3.7,110,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Italian|Pasta|Pizza|Salad|Desserts
Aaliyar Ambur Dum Biryani,Biryani,Brigade Road,1,1,1,0,,1,3.7,168,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani
CANTAN - Chinese Bar House,"Asian, Momos, Chinese, Thai",Lavelle Road,1,0,1,0,4.1,241,4.2,360,1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Asian|Momos|Chinese|Thai
Arabian Mataam,"Arabian, North Indian, Mughlai",Frazer Town,1,1,1,0,3.8,91,4.1,180,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Arabian|North Indian|Mughlai
Artinci - Indulge Guilt Free!,"Ice Cream, Desserts, Beverages",Yeshwantpur,1,0,0,0,,0,3.3,140,150,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Beverages
Fresh Pressery Cafe,"Fast Food, Healthy Food, Desserts",Lavelle Road,1,1,1,0,3.9,135,3.8,108,1200,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Healthy Food|Desserts
The Betel Leaf Co - Paan The Healthy Indian Dessert,Paan,Seshadripuram,1,1,0,0,,0,4.5,404,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paan
The Punjabi Rasoi,"Mughlai, North Indian, Chinese",Sahakara Nagar,1,1,1,0,,0,,0,300,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|North Indian|Chinese
Hotel Swathi,"South Indian, Mughlai",Hebbal,1,1,0,0,,0,4.0,23,150,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,South Indian|Mughlai
Pulusu,"Andhra, South Indian, Biryani",New BEL Road,1,1,1,0,3.8,68,3.5,76,700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra|South Indian|Biryani
Donut House,"Desserts, Beverages",Rajajinagar,1,0,0,0,,0,4.1,441,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts|Beverages
Punyashree Hotel,"Mughlai, South Indian",Vijay Nagar,1,0,0,0,,0,3.9,51,150,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Mughlai|South Indian
Asha Melange,"Desserts, Bakery, Fast Food, Beverages, Ice Cream",Rajajinagar,1,1,1,0,,0,4.0,42,400,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Desserts|Bakery|Fast Food|Beverages|Ice Cream
Sri Krishna Delicacy,"South Indian, North Indian",RT Nagar,1,1,1,0,,1,4.0,36,400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian
The Best Snacks Adda,"North Indian, Chinese, South Indian, Bengali",New BEL Road,1,0,0,0,,0,3.5,94,100,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|South Indian|Bengali
La Heaven,Desserts,Frazer Town,1,1,1,0,,0,4.0,29,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts
New Ambur Special Dum Biryani,"Biryani, South Indian",Rajajinagar,1,1,0,0,,0,4.0,30,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
Vegan Kitchen - By Infinitea,"Italian, Mexican, Healthy Food",Cunningham Road,1,1,0,1,,0,3.7,41,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italian|Mexican|Healthy Food
Curryce Andhra Bhojanam,"Andhra, South Indian",RT Nagar,1,1,0,0,3.3,7,4.0,33,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Andhra|South Indian
L J Iyenger’s Cakes N Cookies,"Bakery, Fast Food",Rajajinagar,1,1,0,0,,0,4.1,327,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Fast Food
Tasty Paradise,"North Indian, Mughlai, Chinese, Beverages",Malleshwaram,1,1,1,0,3.7,55,4.0,1246,550,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai|Chinese|Beverages
Shezan,"Chinese, Continental, North Indian, Mughlai, Fast Food",Cunningham Road,1,1,1,0,4.3,658,4.2,753,750,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chinese|Continental|North Indian|Mughlai|Fast Food
Sea Rock,"Mangalorean, Mughlai, South Indian, Chinese",Seshadripuram,1,1,1,0,4.4,659,4.2,666,1000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Mangalorean|Mughlai|South Indian|Chinese
MC King's Pizzeria,"Pizza, Fast Food, Ice Cream, Burger",Basaveshwara Nagar,1,0,0,0,,0,4.0,36,150,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Pizza|Fast Food|Ice Cream|Burger
Shree Chinese Corner,Chinese,Yeshwantpur,1,1,1,0,,1,4.0,156,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese
Papa Roll's,"Fast Food, Chinese, North Indian, Street Food, Beverages, Rolls, Momos",Yeshwantpur,1,0,0,0,,0,3.3,1794,150,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Fast Food|Chinese|North Indian|Street Food|Beverages|Rolls|Momos
Sri Ranga Military Hotel,"North Indian, South Indian",RT Nagar,1,1,1,0,3.4,32,3.7,678,250,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian
The Hole In The Wall Cafe,"Fast Food, Burger, Beverages",Kalyan Nagar,1,1,1,0,3.0,16,4.2,875,550,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fast Food|Burger|Beverages
Socialize,"Cafe, Italian, Continental, Healthy Food, Fast Food, Beverages, Desserts, Shake",Basaveshwara Nagar,1,1,1,0,4.0,277,3.6,55,700,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cafe|Italian|Continental|Healthy Food|Fast Food|Beverages|Desserts|Shake
Rolls Corner,Rolls,New BEL Road,1,0,0,0,,0,3.9,1812,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rolls
The Dessert Corner,"Desserts, Bakery",Rajajinagar,1,0,0,0,,0,4.0,36,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Desserts|Bakery
21 Pork Street,"Naga, Kerala",Kammanahalli,1,1,1,0,,1,4.0,187,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Naga|Kerala
Kool Joint,"Desserts, Ice Cream, Juices",Basaveshwara Nagar,1,1,0,0,,0,4.1,2416,150,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Desserts|Ice Cream|Juices
Dastarkhwan-E-Khas,"Biryani, Kebab, Hyderabadi, Beverages",RT Nagar,1,0,0,0,,0,4.0,1433,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Biryani|Kebab|Hyderabadi|Beverages
Gourmet Ice Cream Cakes By Baskin Robbins,"Bakery, Desserts, Ice Cream",Sadashiv Nagar,1,0,0,0,,0,4.0,2,150,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Bakery|Desserts|Ice Cream
Lassi Shop,"Desserts, Beverages, Shake",RT Nagar,1,1,1,0,,1,3.9,50,200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Desserts|Beverages|Shake
Balaji Kabab Corner - Gowdru Natti Style,"South Indian, North Indian, Kebab, Biryani",Yeshwantpur,1,1,1,0,,0,4.0,92,300,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,South Indian|North Indian|Kebab|Biryani
Kerala Home Food,"Biryani, South Indian, Kerala",Brigade Road,1,1,1,0,,1,4.0,19,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|Kerala
Combos Jumbos Mumbos,"Fast Food, Rolls, Momos",Yeshwantpur,1,1,1,0,3.6,23,3.2,1639,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Fast Food|Rolls|Momos
Curry Leaves,"Andhra, North Indian, Chinese, Mughlai, Beverages",Basavanagudi,1,1,1,0,4.0,305,4.1,729,1200,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Andhra|North Indian|Chinese|Mughlai|Beverages
Edesia by Freshmenu,"Bakery, Desserts",Rajajinagar,1,0,0,0,,0,3.4,260,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Cake Delight,Desserts,Sahakara Nagar,1,1,1,0,4.0,138,3.7,235,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts
Maggi Mane,"Fast Food, Beverages",Majestic,1,1,1,0,3.5,14,4.1,369,350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Beverages
Smokin Burg,"Burger, Pizza, Fast Food, Desserts, Beverages, Shake",New BEL Road,1,1,1,0,3.2,6,4.0,31,500,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Burger|Pizza|Fast Food|Desserts|Beverages|Shake
Chandni Chowk,"Street Food, North Indian, Mithai",Rajajinagar,1,0,0,0,,0,4.1,140,150,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|North Indian|Mithai
Kodial Cafe,"Sandwich, Ice Cream, Pizza, Burger, Chinese, Desserts, Beverages, Shake",Malleshwaram,1,0,0,0,,0,4.0,50,150,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,Sandwich|Ice Cream|Pizza|Burger|Chinese|Desserts|Beverages|Shake
Pakwan,"North Indian, Chinese, Italian, Continental, Mexican, Biryani, Desserts, Beverages",Sadashiv Nagar,1,1,1,1,4.1,512,3.5,171,1000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Italian|Continental|Mexican|Biryani|Desserts|Beverages
Banaras Sweet House,"Mithai, Fast Food",Majestic,1,1,1,1,3.9,37,3.5,41,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Fast Food
Sirimane Family Restaurant,"South Indian, North Indian, Mughlai, Chinese, Seafood",Basaveshwara Nagar,1,1,1,0,,2,3.6,45,700,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,South Indian|North Indian|Mughlai|Chinese|Seafood
Uttara Karnataka Jolada Rotti Mathu Chapathi Angadi,"South Indian, Street Food",City Market,1,1,1,0,,0,,8,150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Street Food
New Agarwal Bhavan,"South Indian, Street Food, Mithai",Sanjay Nagar,1,1,0,0,,2,3.8,79,200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Street Food|Mithai
Kentacky Andhra Style Restaurant,"North Indian, South Indian, Chinese, Mughlai, Andhra, Seafood",Lavelle Road,1,1,1,0,2.5,9,4.0,39,700,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,North Indian|South Indian|Chinese|Mughlai|Andhra|Seafood
Pizza Brew House,"Pizza, Fast Food",New BEL Road,1,1,1,0,3.9,120,3.8,94,800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food
Ambara Andhra Restaurant,"Biryani, South Indian, North Indian, Chinese",Peenya,1,1,0,0,,0,3.8,23,250,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian|North Indian|Chinese
Egg Time,"Chinese, Momos, Rolls",Malleshwaram,1,0,0,0,,0,3.2,119,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Chinese|Momos|Rolls
Le MoMo,Momos,Sanjay Nagar,1,0,0,0,,0,4.0,1501,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos
Shawarma 21,"Lebanese, Fast Food",Rajajinagar,1,1,1,0,3.1,9,4.3,697,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanese|Fast Food
Chinni's Biryani,"Biryani, Chinese, North Indian, South Indian",RT Nagar,1,1,1,0,,0,,4,300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Chinese|North Indian|South Indian
World Brew Cafe,"Cafe, Continental, Fast Food, Desserts, Beverages",New BEL Road,1,1,1,0,3.6,48,3.9,206,400,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cafe|Continental|Fast Food|Desserts|Beverages
Ganesha Darshini,"South Indian, Chinese",Malleshwaram,1,1,1,1,3.3,94,4.1,7548,150,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese
Hotel Sankranti Nati Style,"Chinese, Tamil, South Indian",Yeshwantpur,1,1,1,0,,2,3.7,60,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Tamil|South Indian
Snack House,Momos,RT Nagar,1,0,0,0,,0,4.1,109,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Momos
Grand Foodies Restaurant,"Biryani, Chinese, Kebab, Rolls",Vasanth Nagar,1,1,1,0,,3,3.4,15,350,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Biryani|Chinese|Kebab|Rolls
India Sweet House,"Mithai, Street Food",Frazer Town,1,1,0,0,3.9,0,3.9,2,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|Street Food
The Paan Studio,Paan,Frazer Town,1,1,1,0,3.7,14,4.0,74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paan
Toscano's Crafted Cakes & Desserts,"Desserts, Bakery","Orion Mall, Malleshwaram",1,0,0,0,,0,4.0,31,300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Desserts|Bakery
Bangalore Cafe,"South Indian, Chinese, North Indian",Race Course Road,1,1,1,1,,1,3.5,58,250,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|North Indian
Imperio Combo King,"South Indian, North Indian",New BEL Road,1,0,0,0,,0,3.7,208,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian
Desi Vdesi,"North Indian, Fast Food, Beverages, Shake",Church Street,1,1,1,0,3.8,200,4.0,688,300,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Indian|Fast Food|Beverages|Shake
Sanchez,"Mexican, Tex-Mex, Beverages",UB City,1,1,1,0,4.3,1321,4.1,209,1800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mexican|Tex-Mex|Beverages
Chandus Hotel,"Bengali, Seafood, North Indian",Basaveshwara Nagar,1,1,1,0,2.9,24,3.6,445,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengali|Seafood|North Indian
Chili's American Grill & Bar,"American, Mexican, Burger, Tex-Mex, Desserts, Beverages","Orion Mall, Malleshwaram",1,1,1,0,4.4,8551,3.9,708,1500,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,American|Mexican|Burger|Tex-Mex|Desserts|Beverages
Sanadige - Goldfinch Hotel,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages","Goldfinch Hotel, Seshadripuram",1,1,1,0,4.2,725,4.2,214,1200,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Seafood|Mangalorean|Goan|South Indian|North Indian|Chinese|Desserts|Beverages
The Only Place,"Italian, Steak, Continental, Desserts, Fast Food, Beverages",Church Street,1,1,1,0,4.3,3114,4.1,409,1200,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italian|Steak|Continental|Desserts|Fast Food|Beverages
Chinese Hot,"Chinese, Thai",Vasanth Nagar,1,1,1,0,3.5,9,4.0,45,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Thai
Navrang Kabab Korner,"North Indian, Mughlai, Chinese",Rajajinagar,1,1,1,0,3.6,222,3.8,2208,500,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai|Chinese
Heavenly,Healthy Food,Hebbal,1,0,0,0,,0,4.0,297,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy Food
Fujan,"Chinese, Asian",Frazer Town,1,1,1,0,3.1,60,4.1,706,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Asian
